ID,category,name,price,link,brand,warranty,series,use_case,chipset,socket,Kích thước,max_ram_slots,supported_ddr,Hỗ trợ bộ nhớ tối đa,ram_speed,Lưu trữ,m2_slots,Cổng xuất hình,pci_slots,Số cổng USB,lan,Kết nối không dây,audio,led,multi_gpu,mb_tier
mainboard_101,Mainboard,Mainboard ASUS ROG ROG MAXIMUS Z890 APEX,19990000,https://phongvu.vn/mainboard-asus-rog-rog-maximus-z890-apex--s241004047,Asus,36 tháng,ROG,Gaming,Z890,LGA1851,ATX,2 khe,DDR5,96GB,9600+ MT/s (OC),"4 x SATA 3 6Gb/s, 6 x M.2 NVMe",M.2 NVMe,2 x Thunderbolt 4,2 x PCIe 5.0 x16; 2 x PCIe 4.0 x4,1 x USB Type-C (Tối đa 3) -  8 x USB 3.2 (Tối đa 12) -  USB 2.0 (Tối đa 4),1 x LAN 5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,,,high
mainboard_102,Mainboard,Mainboard ASUS TUF TUF GAMING Z890-PLUS | DDR5 - Wifi 7,7790000,https://phongvu.vn/mainboard-asus-tuf-tuf-gaming-z890-plus-ddr5-wifi-7--s241004038,Asus,36 tháng,TUF,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,192GB,8600(OC),"4 x SATA 3 6Gb/s, 3 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 1 x Thunderbolt 4",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16; 1 x PCIe 4.0 x4; 2 x PCIe 4.0 x1,,1 x LAN 2.5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek ALC1220P 7.1 Surround Sound High Definition Audio CODEC,,,high
mainboard_103,Mainboard,Mainboard ASUS ROG ROG STRIX Z890-I GAMING | DDR5 - Wifi 7,13490000,https://phongvu.vn/mainboard-asus-rog-rog-strix-z890-i-gaming-ddr5-wifi-7--s241004039,Asus,36 tháng,ROG,Gaming,Z890,LGA1851,ATX,2 khe,DDR5,96GB,9200(O.C),"2 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 2 x Thunderbolt 4",1 x PCIe 5.0 x16,1 x USB Type-C (Tối đa 3) -  4 x USB 3.2 (Tối đa 6) -  2 x USB 2.0 (Tối đa 5),1 x LAN 2.5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",ROG Strix Hive II Audio Features,,,high
mainboard_104,Mainboard,Mainboard ASUS ROG ROG MAXIMUS Z890 EXTREME,28990000,https://phongvu.vn/mainboard-asus-rog-rog-maximus-z890-extreme--s241004040,Asus,36 tháng,ROG,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,192GB,9200(O.C),"6 x M.2 NVMe, 4 x SATA 3 6Gb/s",M.2 NVMe,"1 x HDMI, 2 x Thunderbolt 5",2 x PCIe 5.0 x16; 1 x PCIe 4.0x4,3 x USB Type-C (Tối đa 6) -  5 x USB 3.2 (Tối đa 9) -  USB 2.0 (Tối đa 4),"1 x LAN 2.5Gb/s, 1 x LAN 10Gb/s","Bluetooth 5.4, Wi-Fi 7 (802.11be)",ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4082,,,high
mainboard_105,Mainboard,Mainboard ASUS Prime PRIME Z890M-PLUS | DDR5 - Wifi 7,8290000,https://phongvu.vn/mainboard-asus-prime-prime-z890m-plus-ddr5-wifi-7--s241004041,Asus,36 tháng,Prime,Gaming,Z890,LGA1851,Micro-ATX,4 khe,DDR5,192GB,8666+MT/s (OC),"3 x M.2 NVMe, 6 x SATA 3 6Gb/s",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 1 x Type-C/ DisplayPort",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16 (supports x4 mode); 2 x PCIe 4.0 x16 (support x1 mode),1 x USB Type-C (Tối đa 2) -  5 x USB 3.2 (Tối đa 7) -  2 x USB 2.0 (Tối đa 6),1 x LAN 2.5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek 7.1 Surround Sound High Definition Audio CODEC,RGB,,high
mainboard_106,Mainboard,Mainboard MSI PRO PRO Z890 P | DDR5 - Wifi 7,7990000,https://phongvu.vn/mainboard-msi-pro-pro-z890-p-ddr5-wifi-7--s241003318,Msi,36 tháng,PRO,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"9200(O.C), 6400(OC), 7200+(OC), 4800MHz","3 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 1 x Thunderbolt 4",3 x PCI-E x16; 1 x PCI-E x1,1 x USB Type C (Tối đa 2) 3 x USB 3.2 (Tối đa 7) 4 x USB 2.0(Tối đa 8),1 x LAN 5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",Realtek® ALC897 Codec 7.1-Channel High Definition Audio,RGB,,high
mainboard_107,Mainboard,Mainboard MSI MEG MEG Z890 GODLIKE | DDR5 - Wifi 7,39990000,https://phongvu.vn/mainboard-msi-meg-meg-z890-godlike-ddr5-wifi-7--s241003320,Msi,36 tháng,MEG,Gaming,Z890,LGA1851,Extended-ATX,4 khe,DDR5,256GB,"9200(O.C), 6400(OC), 4800(JEDEC)","4 x SATA 3 6Gb/s, 5 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 NVMe,1 x Thunderbolt 4,2 x PCI-E x16; 1 x PCI-E x4,6 x USB Type C (Tối đa 7) 8 x USB 3.2 (Tối đa 12) USB 2.0 (Tối đa 4),"1 x LAN 10Gb/s, 1 x LAN 5Gb/s","Wi-Fi 7 (802.11be), Bluetooth 5.4",- Realtek® ALC4082 Codec + ESS9219Q Combo DAC/HPA 7.1-Channel USB High-Performance Audio,RGB,,high
mainboard_108,Mainboard,Mainboard MSI PRO PRO Z890 A | DDR5 - Wifi 7,9290000,https://phongvu.vn/mainboard-msi-pro-pro-z890-a-ddr5-wifi-7--s241003312,Msi,36 tháng,PRO,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"9200(O.C), 6400(O.C.), 4800MHz, 7200+(OC)",4 x SATA 3 6Gb/s,M.2 NVMe,"1 x HDMI, 2 x Thunderbolt 4",3 x PCI-E x16,1 x USB Type C (Tối đa 2) 7 x USB 3.2 (Tối đa 9) USB 2.0 (Tối đa 4),1 x LAN 5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",Realtek® ALC1220P 7.1-Channel High Definition Audio,RGB,,high
mainboard_109,Mainboard,Mainboard Gigabyte AORUS Z890 A ELITE | DDR5 - Wifi 7,8490000,https://phongvu.vn/mainboard-gigabyte-aorus-z890-a-elite-ddr5-wifi-7--s241002922,Gigabyte,36 tháng,AORUS,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"8800(O.C), 8600(OC), 8400(OC), 8266(O.C.), 8200(O.C.), 8000(O.C), 7950(O.C), 7900(O.C), 7800(O.C), 7600(O.C.)","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 3 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x Thunderbolt 4, 1 x DisplayPort",3 x PCI Express x16,1 x USB4® USB Type-C (Tối đa 2) - 5 x USB 3.2(Tối đa 7) - 4 x USB 2.0(Tối đa 8),1 x LAN 2.5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",Realtek® ALC1220 CODEC High Definition Audio 2/4/5.1/7.1-channel,RGB,,high
mainboard_110,Mainboard,Mainboard Gigabyte Z890 EAGLE | DDR5 - Wifi 7,6690000,https://phongvu.vn/mainboard-gigabyte-z890-eagle-ddr5-wifi-7--s241002926,Gigabyte,36 tháng,,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"8800(O.C), 8600(OC), 8400(OC), 8266(O.C.), 8200(O.C.), 8000(O.C), 7950(O.C), 7900(O.C), 7800(O.C), 7600(O.C.)","4 x SATA 3 6Gb/s, 3 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 NVMe,"1 x DisplayPort, 1 x USB Type-C",3 x PCI Express x16,1 x USB4® USB Type-C (Tối đa 2) - 5 x USB 3.2(Tối đa 7) - 4 x USB 2.0(Tối đa 8),1 x LAN 2.5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek® Audio CODEC High Definition Audio 2/4/5.1/7.1-channel,RGB,,high
mainboard_111,Mainboard,Mainboard Gigabyte X870 A ELITE WF7 ICE (DDR5),8790000,https://phongvu.vn/mainboard-gigabyte-x870-a-elite-wf7-ice--s241002419,Gigabyte,36 tháng,,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,"8000(O.C), 7800(OC), 7600(O.C.), 7200(O.C.), 7000(OC), 6800(OC), 6666(OC), 6600(OC), 6400(OC), 6200(OC)","4 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,2 x HDMI,3 x PCI Express x16,2 x USB Type-C (tối đa 3) - 6 x USB 3.2 (tối đa 6) - 4 x USB 2.0 (tối đa 8),1 x LAN 2.5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek® ALC1220 CODEC High Definition Audio 2/4/5.1/7.1-channel,RGB,,high
mainboard_112,Mainboard,Mainboard Gigabyte X870 GAMING X WIFI7 (DDR5),6990000,https://phongvu.vn/mainboard-gigabyte-x870-gaming-x-wifi7--s241002418,Gigabyte,36 tháng,,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,"8000(O.C), 7800(O.C), 7600(O.C.), 7200(O.C.), 7000(OC), 6800(OC), 6666(OC), 6600(OC), 6400(OC), 6200(OC)","4 x SATA 3 6Gb/s, 3 x M.2 NVMe",M.2 NVMe,1 x HDMI,1 x PCI Express x16; 2 x PCI Express x16,2 x USB Type-C (tối đa 3) - 4 x USB 3.2 (tối đa 6) - 4 x USB 2.0 (tối đa 8),1 x LAN 2.5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",- Realtek® Audio CODEC - - High Definition Audio - - 2/4/5.1/7.1-channel,RGB,,high
mainboard_113,Mainboard,Mainboard Gigabyte X870 EAGLE WIFI7 (DDR5),5890000,https://phongvu.vn/mainboard-gigabyte-x870-eagle-wifi7--s241002411,Gigabyte,36 tháng,,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,"8000(O.C), 7800(O.C), 7600(O.C.), 7200(O.C.), 7000(OC), 6800(OC), 6666(OC), 6400(OC), 6200(OC), 6000(OC)",4 x SATA 3 6Gb/s,M.2 NVMe,1 x HDMI,1 x PCI Express x16; 2 x PCI Express x16,2 x USB Type-C (tối đa 3) - 4 x USB 3.2 (tối đa 6) - 4 x USB 2.0 (tối đa 8),1 x LAN 2.5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",- Realtek® Audio CODEC High Definition Audio 2/4/5.1/7.1-channel,RGB,,high
mainboard_114,Mainboard,Mainboard Gigabyte X870E AORUS MASTER (DDR5),13990000,https://phongvu.vn/mainboard-gigabyte-x870e-aorus-master--s241000498,Gigabyte,36 tháng,AORUS,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,"8600(OC), 8400(OC), 8200(O.C.), 8000(O.C), 7800(OC), 7600(OC), 7200(OC), 7000(OC), 6800(OC), 6666(OC)","4 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 SATA/NVMe,"2 x HDMI, 2 x USB Type-C",3 x PCI Express x16,2 x USB4® USB Type-C®(Tối đa 3) - 8 x USB 3.2 (Tối đa 12) - 2 x USB 2.0 (Tối đa 6),1 x LAN 5Gb/s,"Bluetooth 5.3, Wi-Fi 7 (802.11be)",Realtek® ALC1220 CODEC,,,high
mainboard_115,Mainboard,Mainboard ASUS PRIME B650M-A-CSM DDR5 (90MB1C10-M0UAYC),4899000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-prime-b650m-a-csm-90mb1c10-m0uayc--s230603097,Asus,36 tháng,Prime,"Gaming, Văn phòng",B650,AM5,Micro-ATX,4 khe,DDR5,128GB,"5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 1 x VGA/D-sub",3 x PCIe 4.0 x16,- USB Type-C( tối đa 1) - 4 x USB 3.2( tối đa 6) - 4 x USB 2.0( tối đa 8),1 x LAN 2.5Gb/s,,Realtek 7.1 Surround Sound High Definition Audio CODEC,RGB,,mid
mainboard_116,Mainboard,Mainboard ASUS PRIME B650M-A WIFI-CSM DDR5 (90MB1C00-M0UAYC),5499000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-prime-b650m-a-wifi-csm-90mb1c00-m0uayc--s230603096,Asus,36 tháng,Prime,"Gaming, Văn phòng",B650,AM5,Micro-ATX,4 khe,DDR5,128GB,"5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 1 x VGA/D-sub",3 x PCIe 4.0 x16,- USB Type-C( tối đa 1) - 4 x USB 3.2( tối đa 6) - 4 x USB 2.0( tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.2",Realtek 7.1 Surround Sound High Definition Audio CODEC,RGB,,high
mainboard_117,Mainboard,Mainboard ASUS PRIME B650-PLUS DDR5 (90MB1BS0-M0UAY0),6240000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-prime-b650-plus-90mb1bs0-m0uay0--s230603095,Asus,36 tháng,Prime,"Gaming, Văn phòng",B650,AM5,ATX,4 khe,DDR5,128GB,"6400+(O.C), 6200(O.C.), 6000(O.C.), 5800(O.C.), 5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",2 x PCIe 4.0 x16 ; 2 x PCIe 4.0 x1,- 1 x USB Type-C( tối đa 2) - 5 x USB 3.2( tối đa 7) - 2 x USB 2.0( tối đa 6),1 x LAN 2.5Gb/s,,Realtek 7.1 Surround Sound High Definition Audio CODEC,,,high
mainboard_118,Mainboard,Mainboard ASUS PROART B650-CREATOR DDR5 (90MB1C40-M0UAY0),8520000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-proart-b650-creator-90mb1c40-m0uay0--s230603094,Asus,36 tháng,PROART,"Gaming, Văn phòng",B650,AM5,ATX,4 khe,DDR5,128GB,"6400+(O.C), 6200(O.C.), 6000(O.C.), 5800(O.C.), 5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 3 x M.2 NVMe",M.3 NVMe,"1 x HDMI, 1 x USB Type-C",3 x PCIe 4.0 x16; 1 x PCIe 4.0 x1,- 1 x USB Type-C(tối đa 2) - 3 x USB 3.2( tối đa 5) - 4 x USB 2.0( tối đa 8),"1 x LAN 2.5Gb/s, 1 x LAN 1 Gb/s",,Realtek 7.1 Surround Sound High Definition Audio CODEC,,,high
mainboard_119,Mainboard,Mainboard ASUS TUF GAMING B650-PLUS DDR5 (90MB1BY0-M0UAY0),7200000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-tuf-gaming-b650-plus-90mb1by0-m0uay0--s230603091,Asus,36 tháng,TUF,"Gaming, Văn phòng",B650,AM5,ATX,4 khe,DDR5,128GB,"6400+(O.C), 6200(O.C.), 6000(O.C.), 5800(O.C.), 5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 3 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort","2 x PCIe 4.0/3.0 x16, 2 x PCIe 4.0/3.0 x1",- 1 x USB Type-C - 3 x USB 3.2( tối đa 5) - 5 x USB 2.0( tối đa 9),1 x LAN 2.5Gb/s,,Realtek 7.1 Surround Sound High Definition Audio CODEC,RGB,,high
mainboard_120,Mainboard,Mainboard ASUS TUF GAMING B650-PLUS WIFI DDR5,7680000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-tuf-gaming-b650-plus-wifi-90mb1bz0-m0uay0--s230603090,Asus,36 tháng,TUF,"Gaming, Văn phòng",B650,AM5,ATX,4 khe,DDR5,128GB,"6400+(O.C), 6200(O.C.), 6000(O.C.), 5800(O.C.), 5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 3 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort","2 x PCIe 4.0/3.0 x16, 2 x PCIe 4.0/3.0 x1",- 1 x USB Type-C - 3 x USB 3.2( tối đa 5) - 5 x USB 2.0( tối đa 9),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.2",Realtek 7.1 Surround Sound High Definition Audio CODEC,RGB,,high
mainboard_121,Mainboard,Mainboard ASUS ROG STRIX B650E-F GAMING WIFI DDR5 (90MB1BQ0-M0UAY0),9480000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-rog-strix-b650e-f-gaming-wifi-90mb1bq0-m0uay0--s230603088,Asus,36 tháng,ROG,"Gaming, Văn phòng",B650,AM5,ATX,4 khe,DDR5,128GB,"6400+(O.C), 6200(O.C.), 6000(O.C.), 5800(O.C.), 5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 3 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16; 2 x PCIe 4.0/3.0 x1,- 2 x USB Type-C( tối đa 3) - 6 x USB 3.2( tối đa 8) - 4 x USB 2.0( tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.2",ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,RGB,,high
mainboard_122,Mainboard,Mainboard ASUS ROG STRIX B650E-E GAMING WIFI DDR5 (90MB1BB0-M0UAY0),11040000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-rog-strix-b650e-e-gaming-wifi-90mb1bb0-m0uay0--s230603087,Asus,36 tháng,ROG,"Gaming, Văn phòng",B650,AM5,ATX,4 khe,DDR5,128GB,"6400+(O.C), 6200(O.C.), 6000(O.C.), 5800(O.C.), 5600(O.C.), 5400(O.C.), 5200MHz, 5000MHz, 4800MHz","4 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",2 x PCIe 5.0 x16; 1 x PCIe 4.0 x16,- 2 x USB Type-C( tối đa 3) - 6 x USB 3.2( tối đa 8) - 4 x USB 2.0( tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.2",ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,RGB,,high
