ID,category,name,price,link,brand,warranty,model_name,use_case,series,color,material,side_panel,Kích thước,form_factor,mb_support,drive_bays,Cổng kết nối,max_cooler_height,Kích thước radiator tối đa,front_fan,top_fan,rear_fan,Loại quạt hỗ trợ bên hông,Loại quạt hỗ trợ bên dưới,Số slot PCI,part_number,Số lượng quạt tặng kèm,led,tier,warranty_period,sku,status,features,availability,warranty_desc,highlights
case_092,Case,Thùng máy/ Case Deepcool CH510,1579000,https://phongvu.vn/thung-may-case-deepcool-ch510-r-ch510-bknne1-g-1--s230304324,DeepCool,12 tháng,CH510,Văn phòng,,Đen,Thép,Kính cường lực,435 × 230 × 471 mm,Mid Tower,"ATX, Mini-ITX, Micro-ATX, Extended-ATX","2 x 3.5"" , 2+1 x 2.5""",2 x USB 3.0,175 mm,Trước 360mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 2 x 140 mm","3 x 120 mm, 2 x 140 mm",1 x 120/140 mm,,,7,R-CH510-BKNNE1-G-1,1 x 120 mm,,,,,,,,,
case_093,Case,Thùng máy/ Case Deepcool CH510 MESH DIGITAL (R-CH510-BKNSE1-G-1),1999000,https://phongvu.vn/thung-may-case-deepcool-ch510-mesh-digital-r-ch510-bknse1-g-1--s230304323,DeepCool,12 tháng,CH510 MESH DIGITAL,Văn phòng,,Đen,Thép,Kính cường lực,455 × 230 × 470mm,Mid Tower,"ATX, Mini-ITX, Micro-ATX, Extended-ATX","2 x 3.5"" , 2+1 x 2.5""","1 x USB 3.0 , 1 x USB Type C",175 mm,Trước 360mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120/140 mm,,,7,R-CH510-BKNSE1-G-1,1 x 120 mm,,,,,,,,,
case_094,Case,Thùng máy/ Case Deepcool CC560 White (R-CC560-WHGAA4-G-1),1099000,https://phongvu.vn/thung-may-case-deepcool-cc560-white-r-cc560-whgaa4-g-1--s230304322,DeepCool,12 tháng,CC560 White,Văn phòng,,Trắng,Thép,Kính cường lực,416 × 210 × 477mm,Mid Tower,"ATX, Mini-ITX, Micro-ATX","2 x 3.5"" , 2+1 x 2.5""","1 x USB 2.0 , 1 x USB 3.0",163 mm,Trước 360mm / Sau 120mm / Trên 240mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120 mm,,,7,R-CC560-WHGAA4-G-1,"3 x 120 mm, 1 x 120 mm",,,,,,,,,
case_095,Case,Thùng máy tính/ Case MIK LV07 - BLACK,1890000,https://phongvu.vn/thung-may-tinh-case-mik-lv07-black--s230302786,MIK,24 tháng,LV07,Văn phòng,,Đen,Thép,Kính cường lực,440 x 280 x 427mm,Mid Tower,"ATX, Micro-ATX, ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",165 mm,280 mm,,3 x 120 mm,1 x 120 mm,3 x 120 mm,3 x 120 mm,7,,,,,,,,,,,
case_096,Case,Thùng máy tính/ Case ASUS TUF GAMING GT502,4090000,https://phongvu.vn/thung-may-tinh-case-asus-tuf-gaming-gt502-white--s230302760,Asus,24 tháng,TUF GAMING GT502,Văn phòng,TUF,Trắng,Thép,Kính cường lực,285 x 450 x 446 mm,Full Tower,"ATX, Micro-ATX, Mini-ITX","4 x 3.5"" , 4 x 2.5""","2 x USB 3.2 , 1 x USB Type C",163 mm,360 mm,,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,"3 x 120 mm, 2 x 140 mm",3 x 120 mm,8+3,,,,,,,,,,,
case_097,Case,Vỏ máy tính/ Case Corsair iCUE 4000D RGB Airflow,3299000,https://phongvu.vn/vo-may-tinh-case-corsair-icue-4000d-rgb-airflow-true-white-cc-9011241-ww--s230302745,Corsair,24 tháng,iCUE 4000D RGB Airflow,Văn phòng,iCUE,Trắng,Thép,Kính cường lực,466 x 453 x 230 mm,Mid Tower,"ATX, Mini-ITX, Micro-ATX","2 x 3.5"" , 2 x 2.5""","1 x USB 3.2 , 1 x USB Type C",170 mm,360 mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120 mm,,,7+2,CC-9011241-WW,,,,,,,,,,
case_098,Case,Vỏ máy tính/ Case Corsair iCUE 7000X RGB TG (CC-9011227-WW),8290000,https://phongvu.vn/thung-may-case-corsair-icue-7000x-rgb-tg-black-cc-9011226-ww--s230300850,Corsair,24 tháng,iCUE 7000X RGB TG White,"Gaming, Văn phòng",,Đen,Thép,Kính cường lực,600 x 550 x 248 mm,Full Tower,ATX,"6 x 3.5"" , 3 x 2.5""","4 x USB 3.0 , 1 x USB Type C",190 mm,480mm,3 x 140 mm,,1 x 140 mm,,,8+3,CC-9011227-WW,"1 x 140 mm RGB, 3 x 140 mm RGB",,,,,,,,,
case_099,Case,Thùng máy/ Case NZXT H5 ELITE,2899000,https://phongvu.vn/thung-may-case-nzxt-h5-elite-black--s230300494,Nzxt,24 tháng,H5 ELITE BLACK,"Gaming, Văn phòng",Elite,Đen,Thép,Kính cường lực,446 x 227 x 464 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","1 x 3.5"" , 2 x2.5""","1 x USB 3.2 , 1 x USB Type C",165 mm,Trước 280mm / Sau 120mm / Trên 240mm,2 x 140 mm,2 x 120 mm,1 x 120 mm,,1 x 120 mm,7,,"2 x 140 mm RGB, 1 x 120 mm",,,,,,,,,
case_100,Case,Thùng máy/ Case NZXT H9 FLOW BLACK,3389000,https://phongvu.vn/thung-may-case-nzxt-h9-flow-black--s230300491,Nzxt,24 tháng,H9 FLOW BLACK,"Gaming, Văn phòng",,Đen,Thép,Kính cường lực,495 x 290 x 466 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 6 x2.5""","2 x USB 3.2 , 1 x USB Type C",165 mm,Trước 360mm / Sau 120mm,,"3 x 120 mm, 2 x 140 mm",1 x 120/140mm,3 x 120 mm,"3 x 120 mm, 2 x 140 mm",7,,"3 x 120 mm, 1 x 120 mm",,,,,,,,,
case_101,Case,Thùng máy/ Case NZXT H9 ELITE,4899000,https://phongvu.vn/thung-may-case-nzxt-h9-elite-white--s230300490,Nzxt,24 tháng,H9 ELITE WHITE,"Gaming, Văn phòng",,Trắng,Thép,Kính cường lực,495 x 290 x 466 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 6 x2.5""","2 x USB 3.2 , 1 x USB Type C",165 mm,Trước 360mm / Sau 120mm,,"3 x 120 mm, 2 x 140 mm",1 x 120/140mm,3 x 120 mm,"3 x 120 mm, 2 x 140 mm",7,,"3 x 120 mm RGB, 1 x 120 mm",,,,,,,,,
case_102,Case,Thùng máy/ Case MSI MPG VELOX 100P AIRFLOW,3290000,https://phongvu.vn/thung-may-case-msi-mpg-velox-100p-airflow--s230200080,Msi,12 tháng,MPG VELOX 100P AIRFLOW,"Gaming, Văn phòng, Học sinh - Sinh viên",MPG,Đen,Thép,Kính cường lực,474 x 231 x 490 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",175 mm,Trước 360mm / Sau 120mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm",1 x 120 mm,"2 x 120 mm, 2 x 140 mm",,7,,,ARGB,,,,,,,,
case_103,Case,Thùng máy/ Case MSI MPG VELOX 100R,3290000,https://phongvu.vn/thung-may-case-msi-mpg-velox-100r--s230200079,Msi,12 tháng,MPG VELOX 100R,"Gaming, Văn phòng, Học sinh - Sinh viên",MPG,Đen,Thép,Kính cường lực,474 x 231 x 490 mm,Mid Tower,"Micro-ATX, Mini-ITX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",175 mm,Trước 360mm / Sau 120mm,3 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,"2 x 120 mm, 2 x 140 mm",,7,,,ARGB,,,,,,,,
case_104,Case,Thùng máy/ Case MSI QUIETUDE 100S,3990000,https://phongvu.vn/thung-may-case-msi-quietude-100s--s230100370,Msi,12 tháng,MPG QUIETUDE 100S,Gaming,,Đen,Thép,Kính cường lực,475 x 231 x 490 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",175 mm,360 mm,3 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,,,ARGB,,,,,,,,
case_105,Case,Thùng máy/ Case Xigmatek Aqua M (EN40061),899000,https://phongvu.vn/thung-may-case-xigmatek-aqua-m-en40061--s230100365,Xigmatek,12 tháng,Aqua M (EN40061),"Gaming, Văn phòng",,Đen,Thép,Kính cường lực,348 x 280 x 378 mm,Mid Tower,"Micro-ATX, ITX","1 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,240 mm,2 x 120 mm,2 x 120 mm,1 x 120 mm,,2 x 120 mm,4,,,,,,,,,,,
case_106,Case,Thùng máy/ Case Xigmatek Aqua III,1249000,https://phongvu.vn/thung-may-casexigmatek-aqua-iii-arctic-en0822--s230100364,Xigmatek,12 tháng,Aqua III Arctic (EN0822),"Gaming, Văn phòng",,Trắng,Thép,Kính cường lực,440 x 286 x 400 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,360 mm,3 x 120 mm,"3 x 120 mm, 1 x 140 mm",1 x 120 mm,,3 x 120 mm,7,,,,,,,,,,,
case_107,Case,Thùng máy/ Case Deepcool Macube 110 Green M-ATX,989000,https://phongvu.vn/thung-may-case-deepcool-macube-110-green-m-atx--s221201190,DeepCool,12 tháng,Macube 110 Green,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Học sinh - Sinh viên",,Xanh,Thép,Kính cường lực,400 × 225 × 431 mm,Mid Tower,"Mini-ITX, Micro-ATX","2 x 3.5"" , 2 x 2.5""",2 x USB 3.0,165 mm,Trước 280mm / Sau 120mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120 mm,,,4,R-MACUBE110-GBNGM1N-A-1,1 x 120 mm,,,,,,,,,
case_108,Case,Thùng máy/ Case Thermaltake V250 TG ARGB (Đen) (CA-1Q5-00M1WN-00),1890000,https://phongvu.vn/thung-may-case-thermaltake-v250-tg-argb-den-ca-1q5-00m1wn-00--s221002914,Thermaltake,12 tháng,V250 TG ARGB,"Gaming, Đồ họa - Kỹ thuật, Văn phòng, Học sinh - Sinh viên, Gia đình",V,Đen,Thép,Kính cường lực,47.7 x 21.65x 43.0 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,Trước 360mm / Sau 120mm / Trên 240mm,"3 x 120 mm, 3 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,CA-1Q5-00M1WN-00,,ARGB,,,,,,,,
case_109,Case,Thùng máy/ Case Thermaltake Core P5 V2 TG (Đen) (CA-1E7-00M1WN-05),4039000,https://phongvu.vn/thung-may-case-thermaltake-core-p5-v2-tg-den-ca-1e7-00m1wn-05--s221002913,Thermaltake,12 tháng,Core P5 V2 TG,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Học sinh - Sinh viên, Gia đình",,Đen,Thép,Kính cường lực,60.8 x 33.3 x 57.0 Cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""",4 x USB 3.0,180mm,480mm,,,,"3 x 140 mm, 4 x 120mm",,8,CA-1E7-00M1WN-05,,RGB,,,,,,,,
case_110,Case,Thùng máy/ Case Thermaltake S100 TG,1290000,https://phongvu.vn/thung-may-case-thermaltake-s100-tg-trang-ca-1q9-00s6wn-00--s221002910,Thermaltake,12 tháng,S100 TG,"Gaming, Văn phòng",S,Trắng,Thép,Kính cường lực,44.1 x 22.0 x 41.1 Cm,Mid Tower,"Mini-ITX, Micro-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",165 mm,Trước 360mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 2 x 140 mm","1 x 200 mm, 2 x 120/140mm",1 x 120 mm,,,4,CA-1Q9-00S6WN-00,,,,,,,,,,
case_111,Case,Thùng máy/ Case COOLERMASTER MasterBox NR600 without ODD (MCB-NR600-KGNN-S00),1650000,https://phongvu.vn/case-coolermaster-masterbox-nr600-mcb-nr600-kgnn-s00--s220800995,Cooler Master,12 tháng,MCB-NR600-KGNN-S00,,,Đen,Thép,Kính cường lực,47.8 x 20.9 x 4.73 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","4 x 3.5"" , 5 x 2.5""",2 x USB 3.0,166mm,Trước 360mm / Sau 120mm / Trên 240mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,,,,,,,,,,,
case_112,Case,Thùng máy/ Case MSI MPG GUNGNIR 110R WHITE (306-7G10W21-W57),2630000,https://phongvu.vn/case-msi-mpg-gungnir-110r-white-306-7g10w21-w57--s220610406,Msi,12 tháng,MPG GUNGNIR 110R WHITE,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MPG,Trắng,Thép,Kính cường lực,43.0 x 21.5 x 45.0 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170 mm,120 mm,"3 x 120 mm, 2 x 140 mm",2 x 120 mm,1 x 120 mm,,,7,306-7G10W21-W57,"1 x 120 mm aRGB, 3 x 120mm aRGB",,,,,,,,,
case_113,Case,Thùng máy/ Case ASUS PRIME AP201 MESH White,1850000,https://phongvu.vn/case-asus-prime-ap201-mesh-white--s220610017,Asus,24 tháng,PRIME AP201 MESH White,"Gaming, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Nhôm,Thép,20.5 x 35 x 46 Cm,Mini Tower,"Micro-ATX, ITX","3 x 3.5"" , 4 x 2.5""","2 x USB 3.1 , 1 x USB Type C",170 mm,360 mm,,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,,,4,,1 x 120 mm,,,,,,,,,
case_114,Case,Thùng máy/ Case ASUS TUF Gaming GT501 White Edition (SP005268),3940000,https://phongvu.vn/case-asus-tuf-gaming-gt501-white-edition-sp005268--s220610015,Asus,24 tháng,TUF Gaming GT501 White Edition,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",TUF,"Trắng, Đen","Kính, Nhôm",Kính cường lực,55.2 x 25.1 x 54.5 cm,Mid Tower,"Micro-ATX, ATX, Extended-ATX, ITX","4 x 3.5"" , 7 x 2.5""",2 x USB 3.1,180 mm,360 mm,"3 x 120 mm, 2 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,,7+2,SP005268,"1 x 140 mm, 3 x 120 mm RGB",Có,,,,,,,,
case_115,Case,Thùng máy/ Case NZXT H7 FLOW BLACK & WHITE,2899000,https://phongvu.vn/case-nzxt-h7-flow-black-and-white--s220609661,Nzxt,24 tháng,H7 FLOW BLACK & WHITE,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",H,"Đen, Trắng","Thép, Kính",Kính cường lực,50.5 x 23.0 x 48.0 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 6 x 2.5""","2 x USB 3.2 , 1 x USB Type C",185 mm,Trước 360mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,,7,,,,,,,,,,,
case_116,Case,Thùng máy/ Case NZXT H7 FLOW ALL,2599000,https://phongvu.vn/case-nzxt-h7-flow-all-white--s220609660,Nzxt,24 tháng,H7 FLOW ALL WHITE,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",H,Trắng,"Thép, Kính",Kính cường lực,50.5 x 23.0 x 48 Cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 6 x 2.5""","2 x USB 3.2 , 1 x USB Type C",185 mm,Trước 360mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,,7,,,,,,,,,,,
case_117,Case,Thùng máy/ Case NZXT H7 ELITE ALL BLACK,4449000,https://phongvu.vn/case-nzxt-h7-elite-all-black--s220609657,Nzxt,24 tháng,H7 ELITE ALL BLACK,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",H,Đen,"Thép, Kính",Kính cường lực,50.5 x 23 x 48 Cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 6 x 2.5""","2 x USB 3.2 , 1 x USB Type C",185 mm,Trước 360mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,,7,,,,,,,,,,,
case_118,Case,Thùng máy/ Case NZXT H510 Flow BLACK ( CA-H52FB-01 ),1849000,https://phongvu.vn/case-nzxt-h510-flow-black--s220609655,Nzxt,24 tháng,H510 Flow BLACK,,H,Đen,"Thép, Kính",Kính cường lực,46  x 21 x 42.8 cm,Mid Tower,Micro-ATX,"3 x 3.5"" , 3 x 2.5""","1 x USB 3.2 , 1 x USB Type C",165 mm,Trước 280mm / Sau 120mm,"2 x 120 mm, 2 x 140 mm","1 x 140 mm, 1 x 120 mm",1 x 120 mm,,,7,CA-H52FB-01,,,,,,,,,,
case_119,Case,Thùng máy/ Case NZXT H210,2039000,https://phongvu.vn/case-nzxt-h210-white--s220609654,Nzxt,24 tháng,H210 WHITE,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",H,Trắng,"Thép, Kính, Nhựa",Kính cường lực,34.9 x 21 x 37.2 cm,Mid Tower,Mini-ITX,"1 x 3.5"" , 2 x 2.5""","1 x USB 3.2 , 1 x USB Type C",165 mm,Trước 240mm / Sau 120mm,"2 x 120 mm, 2 x 140 mm",1 x 120 mm,1 x 120 mm,,,2,CA-H210B-W1,,,,,,,,,,
case_120,Case,Thùng máy/ Case NZXT H1 Version2 2022 White ( CS-H11BW-EU ),8539000,https://phongvu.vn/case-nzxt-h1-version2-2022-white--s220609652,Nzxt,36 tháng,H1 Version2 2022 White,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",H,Trắng,"Thép, Kính",Kính cường lực,40.5 x 19.6 x 19.6 cm,Mid Tower,Mini-ITX,"2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",,,,,,,,2,CS-H11BW-EU,,,,,,,,,,
case_121,Case,Thùng máy/ Case NZXT H1 Version2 2022 Black ( CS-H11BB-EU ),8539000,https://phongvu.vn/case-nzxt-h1-version2-2022-black--s220609651,Nzxt,36 tháng,H1 Version2 2022,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",H,Đen,"Thép, Kính",Kính cường lực,40.5 x 19.6 x 19.6 cm,Mid Tower,Mini-ITX,"2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",,,,,,,,2,CS-H11BB-EU,,,,,,,,,,
case_122,Case,Thùng máy/ Case CM MasterCase HAF 500 WHITE (H500-WGNN-S00),3899000,https://phongvu.vn/case-cm-mastercase-haf-500-white--s220609469,Cooler Master,12 tháng,MasterCase HAF 500,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MasterCase,Trắng,"Thép, Kính, Nhựa",Kính cường lực,51.6 x 22.4 x 51 cm,Mid Tower,"Micro-ATX, ATX, Extended-ATX, ITX, SSI CEB","2 x 3.5"" , 2 x 2.5""","2 x USB 3.1 , 1 x USB Type C",,,"3 x 120 mm, 2 x 140 mm, 2 x 200 mm","3 x 120 mm, 2 x 140 mm, 2 x 200 mm",1 x 120 mm,,,7,H500-WGNN-S00,"2 x 120 mm, 2 x 200mm ARGB",,,,,,,,,
case_123,Case,Thùng máy/ Case CM MasterCase HAF 500 (H500-KGNN-S00),3599000,https://phongvu.vn/case-cm-mastercase-haf-500--s220609468,Cooler Master,12 tháng,MasterCase HAF 500,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MasterCase,Đen,"Thép, Kính, Nhựa",Kính cường lực,51.6 x 22.4 x 51 cm,Mid Tower,"Micro-ATX, ATX, Extended-ATX, ITX, SSI CEB","2 x 3.5"" , 2 x 2.5""","2 x USB 3.1 , 1 x USB Type C",167mm,360 mm,"3 x 120 mm, 2 x 140 mm, 2 x 200 mm","3 x 120 mm, 2 x 140 mm, 2 x 200 mm",1 x 120 mm,,,7,H500-KGNN-S00,"2 x 120 mm, 2 x 200mm ARGB",,,,,,,,,
case_124,Case,Thùng máy/ Case CM MasterBox MB600L V2 w/o ODD TG (MB600L2-KGNN-S00),1090000,https://phongvu.vn/case-cm-masterbox-mb600l-v2-w-o-odd-tg--s220609467,Cooler Master,12 tháng,MasterBox MB600L V2,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MasterBox,Đen,"Thép, Kính, Nhựa",Kính cường lực,40.55 x 20.4 x 45.53 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""",2 x USB 3.1,161mm,280 mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,MB600L2-KGNN-S00,1 x 120 mm,,,,,,,,,
case_125,Case,"Thùng máy/ Case CM MasterBox MB600L (MCB-B600L-KANN-S02 (Gunmetal , wo/ODD))",840000,https://phongvu.vn/case-cm-masterbox-mb600l--s220609466,Cooler Master,12 tháng,MasterBox MB600L,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MasterBox,Đen,"Thép, Nhựa",Mica,46.4 x 21.2 x 45.45 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 1 x 2.5"" , 1 x 5.25""",2 x USB 3.0,163 mm,280 mm,3 x 120 mm,,1 x 120 mm,,,7,MCB-B600L-KANN-S02,1 x 120 mm,,,,,,,,,
case_126,Case,Thùng máy/ Case Cooler Master MasterCase HAF700 EVO (H700E-IGNN-S00),12800000,https://phongvu.vn/case-cooler-master-mastercase-haf700-evo--s220609340,Cooler Master,12 tháng,HAF700 EVO,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,55.6 x 27.9 x 54.0 cm,Full Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX, SSI CEB","12 x 3.5"" , 12 x 2.5""","4 x USB 3.2 , 1 x USB Type C",166mm,480mm,"2 x 200 mm, 3 x 120/140mm","3 x 140 mm, 2 x 200 mm, 6 x 120mm",2 x 120 mm,"3 x 140 mm, 4 x 120mm","3 x 120 mm, 3 x 140 mm",8,H700E-IGNN-S00,"2 x 200 mm, 1 x 120 mm aRGB, 2 x 120mm aRGB",ARGB,,,,,,,,
case_127,Case,Thùng máy/ Case MSI MAG SHIELD 110R,1790000,https://phongvu.vn/case-msi-mag-shield-110r--s220600595,Msi,12 tháng,MAG SHIELD 110R,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MAG,Đen,"Kính, Thép",Kính cường lực,39 x 20.5 x 45.7 cm,Mid Tower,"ATX, Micro-ATX, Mini-ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.2",160 mm,,"3 x 120 mm, 2 x 140 mm",2 x 120 mm,1 x 120 mm,,2 x 120 mm,,,2 x 120 mm RGB,RGB,,,,,,,,
case_128,Case,Case SEGOTEP Artist 2F RGB White,890000,https://phongvu.vn/case-segotep-artist-2f-rgb-white--s220502680,Segotep,12 tháng,Artist 2F RGB,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Thép,Kính cường lực,350 x 200 x 382mm,Mini Tower,"ITX, Micro-ATX","2 x 3.5"" , 1 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160 mm,280 mm,2 x 120/140mm,2 x 120 mm,1 x 120 mm,,2 x 120 mm,4,,2 x 120 mm RGB,,,,,,,,,
case_129,Case,Thùng máy/ Case SEGOTEP Gank 360 White,1890000,https://phongvu.vn/case-segotep-gank-360-white--s220502674,Segotep,12 tháng,Gank 360,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Thép,Kính cường lực,461 x 221 x 488mm,Full Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","4 x 3.5"" , 2 x 2.5""",2 x USB 3.0,175 mm,360 mm,3 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,2 x 120 mm,1 x 120 mm,7,,,,,,,,,,,
case_130,Case,Thùng máy/ Case SEGOTEP Gank 360 Black,1790000,https://phongvu.vn/case-segotep-gank-360-black--s220502673,Segotep,12 tháng,Gank 360,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,461 x 221 x 488mm,Full Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","4 x 3.5"" , 2 x 2.5""",2 x USB 3.0,175 mm,360 mm,3 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,2 x 120 mm,1 x 120 mm,7,,,,,,,,,,,
case_131,Case,Thùng máy/ Case SEGOTEP Gank 6 White,1239000,https://phongvu.vn/case-segotep-gank-6-white--s220502672,Segotep,12 tháng,Gank 6,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Thép,Kính cường lực,426 x 215 x 493mm,Mid Tower,"ITX, Micro-ATX, ATX","2 x 3.5"" , 1 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",162 mm,240 mm,3 x 120/140mm,2 x 120 mm,1 x 120 mm,,,7,,,,,,,,,,,
case_132,Case,Thùng máy/ Case SEGOTEP Gank 6 Black,1139000,https://phongvu.vn/case-segotep-gank-6-black--s220502671,Segotep,12 tháng,Gank 6,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,426 x 215 x 493mm,Mid Tower,"ITX, Micro-ATX, ATX","2 x 3.5"" , 1 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",162 mm,240 mm,3 x 120/140mm,2 x 120 mm,1 x 120 mm,,,7,,,,,,,,,,,
